ztop,Temperature,AgeAICC
1694.55,3.79,128597
1695.1,3.88,128635
1695.65,2.35,128673
1696.2,3.52,128711
1696.75,3.66,128748
1697.3,4.61,128785
1697.85,3.38,128822
1698.4,3.12,128859
1698.95,4.09,128896
1699.5,3.8,128934
1700.05,3.77,128969
1700.6,4.56,129004
1701.15,2.65,129040
1701.7,2.98,129079
1702.25,2.88,129118
1702.8,4.35,129158
1703.35,3.44,129195
1703.9,3.06,129231
1704.45,3.77,129268
1705,3.26,129305
1705.55,3.32,129342
1706.1,3.46,129380
1706.65,3.37,129418
1707.2,3.08,129455
1707.75,1.93,129493
1708.3,2.42,129533
1708.85,3.7,129573
1709.4,3.31,129612
1709.95,2.92,129650
1710.5,3.08,129688
1711.05,3.35,129726
1711.6,2.31,129764
1712.15,2.72,129803
1712.7,2.91,129842
1713.25,3.39,129881
1713.8,1.57,129921
1714.35,2.12,129960
1714.9,2.82,130000
1715.45,2.19,130040
1716,1.91,130079
1716.55,2.61,130119
1717.1,2.75,130159
1717.65,1.67,130198
1718.2,1.64,130239
1718.75,3.25,130281
1719.3,0.77,130322
1719.85,1.14,130364
1720.4,2.15,130407
1720.95,1.55,130450
1721.5,1.34,130493
1722.05,0.89,130536
1722.6,1.04,130579
1723.15,1,130623
1723.7,0.81,130667
1724.25,0.9,130712
1724.8,-0.18,130758
1725.35,0.42,130805
1725.9,0.63,130851
1726.45,0.46,130897
1727,0.4,130943
1727.55,0.77,130988
1728.1,0.35,131035
1728.65,-0.32,131081
1729.2,0.4,131127
1729.75,0.49,131174
1730.3,0.07,131220
1730.85,0.75,131266
1731.4,-0.23,131313
1731.95,-0.12,131360
1732.5,-1.67,131407
1733.05,-1.17,131459
1733.6,-0.69,131511
1734.15,-1.13,131564
1734.7,-1.09,131616
1735.25,-1.59,131668
1735.8,-1.52,131721
1736.35,-1.76,131775
1736.9,-1.78,131829
1737.45,-1.38,131883
1738,-2.85,131940
1738.55,-2.6,131996
1739.1,-1.52,132053
1739.65,-1.66,132106
1740.2,-1.33,132159
1740.75,-2.1,132212
1741.3,-2.32,132268
1741.85,-2.28,132324
1742.4,-3.15,132380
1742.95,-2.13,132437
1743.5,-3.14,132495
1744.05,-3.27,132552
1744.6,-2.73,132612
1745.15,-3.46,132673
1745.7,-3.27,132733
1746.25,-3.74,132794
1746.8,-3.55,132856
1747.35,-4.35,132917
1747.9,-4.13,132980
1748.45,-3.03,133042
1749,-3.21,133104
1749.55,-4.71,133168
1750.1,-4.68,133232
1750.65,-3.57,133295
1751.2,-2.99,133355
1751.75,-3.7,133415
1752.3,-4.48,133474
1752.85,-4.8,133541
1753.4,-5.32,133607
1753.95,-3.66,133673
1754.5,-5.02,133738
1755.05,-4.84,133803
1755.6,-5.18,133867
1756.15,-5.7,133935
1756.7,-4.65,134003
1757.25,-5.61,134070
1757.8,-5.48,134140
1758.35,-5.47,134210
1758.9,-5.89,134279
1759.45,-5.79,134351
1760,-5.76,134422
1760.55,-6.31,134493
1761.1,-6.07,134567
1761.65,-6.29,134641
1762.2,-6.88,134715
1762.75,-8.34,134794
1763.3,-6.99,134873
1763.85,-7.66,134952
1764.4,-7.77,135037
1764.95,-7.73,135122
1765.5,-7.8,135207
1766.05,-7.15,135293
1766.6,-6.83,135378
1767.15,-8.01,135463
1767.7,-7.47,135548
1768.25,-6.54,135633
1768.8,-7.39,135717
1769.35,-8.39,135808
1769.9,-7.89,135898
1770.45,-8.48,135989
1771,-8.73,136087
1771.55,-8.77,136186
1772.1,-8.27,136285
1772.65,-8.51,136381
1773.2,-8.12,136477
1773.75,-8.46,136572
1774.3,-8.68,136671
1774.85,-7.44,136769
1775.4,-7.46,136867
1775.95,-8.28,136965
1776.5,-8.11,137062
1777.05,-7.77,137160
1777.6,-8.35,137261
1778.15,-8.59,137362
1778.7,-8.19,137463
1779.25,-7.77,137565
1779.8,-8.33,137668
1780.35,-8.06,137771
1780.9,-8.49,137877
1781.45,-8.53,137983
1782,-7.93,138089
1782.55,-8.85,138198
1783.1,-9.01,138307
1783.65,-8.78,138416
1784.2,-9.43,138534
1784.75,-9.07,138652
1785.3,-8.94,138770
1785.85,-9.32,138888
1786.4,-8.77,139006
1786.95,-8.54,139124
1787.5,-8.57,139241
1788.05,-8.85,139358
1788.6,-9.14,139474
1789.15,-8.48,139594
1789.7,-9.13,139714
1790.25,-8.01,139835
1790.8,-9.19,139955
1791.35,-9.11,140075
1791.9,-8.47,140195
1792.45,-8.22,140314
1793,-9.06,140433
1793.55,-8.67,140552
1794.1,-9.02,140676
1794.65,-9.13,140801
1795.2,-9.17,140926
1795.75,-8.76,141051
1796.3,-8.84,141176
1796.85,-8.38,141301
1797.4,-8.81,141426
1797.95,-9.33,141552
1798.5,-8,141677
1799.05,-7.95,141795
1799.6,-8.51,141913
1800.15,-7.82,142031
1800.7,-8.42,142153
1801.25,-8.78,142274
1801.8,-9.29,142395
1802.35,-8.61,142522
1802.9,-8.71,142649
1803.45,-8.15,142776
1804,-8.27,142893
1804.55,-7.66,143010
1805.1,-8.23,143127
1805.65,-8.91,143250
1806.2,-8.84,143373
1806.75,-9.04,143497
1807.3,-8.04,143614
1807.85,-7.5,143731
1808.4,-8.51,143849
1808.95,-9.1,143971
1809.5,-8.35,144093
1810.05,-9.09,144215
1810.6,-8.87,144336
1811.15,-8.07,144457
1811.7,-7.64,144578
1812.25,-8.3,144692
1812.8,-8.34,144806
1813.35,-8.47,144920
1813.9,-7.93,145036
1814.45,-8.47,145151
1815,-8.27,145267
1815.55,-7.91,145383
1816.1,-8.96,145498
1816.65,-8.22,145614
1817.2,-8.1,145727
1817.75,-7.92,145839
1818.3,-8.99,145952
1818.85,-8.39,146070
1819.4,-8.8,146189
1819.95,-9.29,146308
1820.5,-8.82,146423
1821.05,-7.38,146538
1821.6,-8.09,146653
1822.15,-8.48,146766
1822.7,-8.33,146878
1823.25,-7.97,146991
1823.8,-8.18,147094
1824.35,-6.82,147197
1824.9,-8.33,147300
1825.45,-7.65,147408
1826,-7.9,147516
1826.55,-7.54,147624
1827.1,-8.26,147735
1827.65,-8.62,147847
1828.2,-8.78,147958
1828.75,-8.87,148076
1829.3,-8.49,148193
1829.85,-8.8,148311
1830.4,-8.07,148421
1830.95,-7.33,148532
1831.5,-7.35,148642
1832.05,-8.2,148749
1832.6,-7.66,148855
1833.15,-7.15,148961
1833.7,-7.94,149068
1834.25,-8.15,149176
1834.8,-8.38,149283
1835.35,-8.31,149395
1835.9,-7.65,149506
1836.45,-8.14,149618
1837,-8.31,149730
1837.55,-8.09,149842
1838.1,-8.49,149954
1838.65,-7.86,150065
1839.2,-7.86,150176
1839.75,-6.91,150287
1840.3,-7.84,150390
1840.85,-6.92,150492
1841.4,-7.14,150595
1841.95,-7,150695
1842.5,-6.96,150796
1843.05,-6.92,150896
1843.6,-7.17,150997
1844.15,-7.04,151098
1844.7,-7.55,151200
1845.25,-7.55,151305
1845.8,-7.31,151410
1846.35,-7.53,151515
1846.9,-7.43,151621
1847.45,-7.66,151727
1848,-7.77,151833
1848.55,-7.42,151938
1849.1,-7.16,152044
1849.65,-8.11,152150
1850.2,-7.01,152257
1850.75,-7.6,152363
1851.3,-7.7,152470
1851.85,-7.65,152578
1852.4,-7.76,152687
1852.95,-7.81,152795
1853.5,-7.93,152904
1854.05,-7.61,153014
1854.6,-7.43,153123
1855.15,-7.66,153230
1855.7,-7.4,153336
1856.25,-7.17,153443
1856.8,-7.45,153549
1857.35,-8.14,153656
1857.9,-7.83,153762
1858.45,-7.88,153869
1859,-7.88,153975
1859.55,-8.07,154082
1860.1,-8.65,154196
1860.65,-7.91,154311
1861.2,-7.89,154426
1861.75,-7.64,154538
1862.3,-7.97,154650
1862.85,-8.36,154762
1863.4,-9.1,154885
1863.95,-9,155007
1864.5,-8.03,155130
1865.05,-8.19,155246
1865.6,-8.43,155363
1866.15,-8.63,155479
1866.7,-9.28,155605
1867.25,-9.03,155730
1867.8,-8.72,155855
1868.35,-9.09,155980
1868.9,-8.93,156105
1869.45,-8.48,156230
1870,-8.53,156353
1870.55,-9.25,156477
1871.1,-8.36,156600
1871.65,-8.38,156720
1872.2,-8.62,156841
1872.75,-8.99,156961
1873.3,-9.92,157096
1873.85,-10.03,157231
1874.4,-9.58,157365
1874.95,-8.78,157495
1875.5,-8.96,157625
1876.05,-9.61,157756
1876.6,-8.53,157882
1877.15,-8.94,158009
1877.7,-8.77,158135
1878.25,-8.64,158263
1878.8,-9.52,158390
1879.35,-9.16,158517
1879.9,-8.27,158641
1880.45,-8.41,158764
1881,-8.82,158888
1881.55,-8.48,159011
1882.1,-9.04,159135
1882.65,-8.95,159259
1883.2,-9.02,159366
1883.75,-9.73,159473
1884.3,-9.07,159580
1884.85,-8.11,159691
1885.4,-7.92,159802
1885.95,-7.57,159913
1886.5,-7.29,160017
1887.05,-6.06,160121
1887.6,-6.52,160226
1888.15,-5.74,160326
1888.7,-6.86,160427
1889.25,-7.49,160528
1889.8,-6.99,160629
1890.35,-6.93,160730
1890.9,-7.3,160831
1891.45,-7.38,160939
1892,-7.58,161048
1892.55,-7.96,161156
1893.1,-7.46,161266
1893.65,-7.47,161375
1894.2,-7.39,161484
1894.75,-7.7,161600
1895.3,-7.57,161716
1895.85,-7.57,161832
1896.4,-8.17,161948
1896.95,-8.02,162063
1897.5,-8.1,162179
1898.05,-8.23,162300
1898.6,-8,162421
1899.15,-9.04,162541
1899.7,-8.87,162664
1900.25,-8.13,162787
1900.8,-7.24,162910
1901.35,-6.93,163022
1901.9,-7.54,163133
1902.45,-6.73,163245
1903,-6.62,163351
1903.55,-6.39,163457
1904.1,-6.47,163563
1904.65,-6.21,163668
1905.2,-6.91,163773
1905.75,-6.17,163878
1906.3,-7.32,163983
1906.85,-7.82,164089
1907.4,-6.83,164194
1907.95,-6.97,164302
1908.5,-6.88,164410
1909.05,-6.92,164519
1909.6,-7.45,164630
1910.15,-7.12,164741
1910.7,-8.58,164853
1911.25,-8.52,164973
1911.8,-7.4,165094
1912.35,-7.12,165215
1912.9,-8.4,165339
1913.45,-9.28,165463
1914,-8.93,165587
1914.55,-9.49,165726
1915.1,-9.12,165865
1915.65,-8.38,166003
1916.2,-8.62,166137
1916.75,-8.75,166270
1917.3,-8.54,166403
1917.85,-8.25,166538
1918.4,-9.19,166673
1918.95,-8.92,166808
1919.5,-8.64,166940
1920.05,-7.77,167072
1920.6,-8.19,167205
1921.15,-8.73,167339
1921.7,-8.39,167474
1922.25,-8.19,167608
1922.8,-8,167744
1923.35,-9.08,167880
1923.9,-8.54,168016
1924.45,-8.15,168147
1925,-7.63,168277
1925.55,-8.6,168407
1926.1,-8.34,168544
1926.65,-8.88,168681
1927.2,-7.38,168817
1927.75,-7.61,168944
1928.3,-7.54,169070
1928.85,-7.56,169196
1929.4,-7.34,169317
1929.95,-6.98,169438
1930.5,-7.95,169559
1931.05,-7.41,169684
1931.6,-7.16,169810
1932.15,-6.32,169936
1932.7,-6.79,170050
1933.25,-6.06,170163
1933.8,-5.83,170277
1934.35,-6.76,170392
1934.9,-7.09,170507
1935.45,-6.46,170622
1936,-6.68,170742
1936.55,-8.14,170862
1937.1,-7.89,170981
1937.65,-6.46,171099
1938.2,-6.58,171217
1938.75,-6.49,171335
1939.3,-6.79,171456
1939.85,-7.53,171576
1940.4,-7.63,171697
1940.95,-7.54,171821
1941.5,-6.64,171946
1942.05,-6.59,172071
1942.6,-8.03,172198
1943.15,-7.65,172326
1943.7,-7.91,172453
1944.25,-8.13,172588
1944.8,-8.31,172722
1945.35,-8.12,172857
1945.9,-8.27,172990
1946.45,-8.12,173123
1947,-8.18,173256
1947.55,-8.44,173396
1948.1,-8.56,173535
1948.65,-8.13,173674
1949.2,-8.28,173809
1949.75,-7.4,173944
1950.3,-6.97,174079
1950.85,-6.55,174195
1951.4,-6.03,174311
1951.95,-6.64,174427
1952.5,-5.92,174538
1953.05,-5.84,174649
1953.6,-6.68,174760
1954.15,-6.1,174876
1954.7,-7.1,174992
1955.25,-6.76,175108
1955.8,-7.45,175233
1956.35,-6.71,175358
1956.9,-7.46,175483
1957.45,-7.64,175613
1958,-8.46,175743
1958.55,-7.4,175874
1959.1,-8.14,176002
1959.65,-7.61,176131
1960.2,-8.17,176260
1960.75,-8.18,176395
1961.3,-8.7,176531
1961.85,-8.32,176667
1962.4,-8.07,176798
1962.95,-7.99,176929
1963.5,-8.12,177060
1964.05,-7.81,177188
1964.6,-8.38,177316
1965.15,-7.56,177444
1965.7,-7.98,177566
1966.25,-7.37,177687
1966.8,-7.87,177809
1967.35,-8.41,177932
1967.9,-7.46,178056
1968.45,-7.62,178179
1969,-7.95,178301
1969.55,-8.15,178423
1970.1,-8.89,178545
1970.65,-8.87,178678
1971.2,-9.23,178812
1971.75,-8.6,178946
1972.3,-8.53,179074
1972.85,-8.68,179202
1973.4,-8.87,179331
1973.95,-8.28,179454
1974.5,-8.28,179577
1975.05,-8.11,179700
1975.6,-6.94,179811
1976.15,-6.79,179922
1976.7,-5.61,180033
1977.25,-6.33,180136
1977.8,-6.84,180238
1978.35,-6.76,180340
1978.9,-6.61,180447
1979.45,-7.93,180554
1980,-5.84,180660
1980.55,-5.71,180756
1981.1,-5.4,180852
1981.65,-5.99,180947
1982.2,-5.85,181046
1982.75,-6.32,181145
1983.3,-6.54,181244
1983.85,-6.69,181346
1984.4,-5.93,181447
1984.95,-7,181549
1985.5,-6.92,181654
1986.05,-7.05,181760
1986.6,-7.46,181866
1987.15,-8.03,181981
1987.7,-8.68,182096
1988.25,-8.16,182211
1988.8,-8.83,182332
1989.35,-8.58,182452
1989.9,-8.2,182573
1990.45,-7.13,182687
1991,-8.95,182801
1991.55,-8.39,182915
1992.1,-7.47,183030
1992.65,-8.26,183145
1993.2,-8.6,183260
1993.75,-8.68,183381
1994.3,-9.02,183502
1994.85,-8.1,183623
1995.4,-8.49,183741
1995.95,-8.29,183859
1996.5,-9,183977
1997.05,-8.79,184094
1997.6,-8.32,184212
1998.15,-9.08,184330
1998.7,-9.06,184451
1999.25,-8.55,184572
1999.8,-9.24,184693
2000.35,-8.89,184817
2000.9,-8.02,184941
2001.45,-8.51,185065
2002,-8.41,185183
2002.55,-8.84,185302
2003.1,-8.74,185421
2003.65,-8.84,185542
2004.2,-8.77,185663
2004.75,-9.23,185784
2005.3,-8.32,185907
2005.85,-9.26,186030
2006.4,-9.2,186152
2006.95,-8.84,186278
2007.5,-8.31,186403
2008.05,-8.55,186528
2008.6,-8.35,186652
2009.15,-9.04,186776
2009.7,-8.82,186900
2010.25,-8.43,187027
2010.8,-9.15,187154
2011.35,-8.66,187281
2011.9,-8.35,187402
2012.45,-7.87,187524
2013,-7.51,187645
2013.55,-8.5,187765
2014.1,-8.41,187886
2014.65,-8.22,188006
2015.2,-8.34,188128
2015.75,-7.89,188249
2016.3,-7.84,188370
2016.85,-7.77,188488
2017.4,-7.65,188605
2017.95,-7.69,188722
2018.5,-7.33,188830
2019.05,-6.47,188939
2019.6,-7.03,189047
2020.15,-6.75,189156
2020.7,-6.63,189265
2021.25,-6.63,189374
2021.8,-5.54,189475
2022.35,-5.62,189577
2022.9,-5.83,189678
2023.45,-5.09,189774
2024,-5.02,189871
2024.55,-4.38,189967
2025.1,-3.89,190054
2025.65,-4.32,190142
2026.2,-4.03,190229
2026.75,-5.69,190324
2027.3,-5.69,190420
2027.85,-5.64,190516
2028.4,-5.57,190619
2028.95,-6.58,190723
2029.5,-6.12,190826
2030.05,-6.2,190934
2030.6,-6.62,191041
2031.15,-5.45,191149
2031.7,-6.11,191252
2032.25,-6.11,191355
2032.8,-6.73,191459
2033.35,-6.73,191569
2033.9,-6.27,191679
2034.45,-6.51,191789
2035,-6.66,191903
2035.55,-7.43,192017
2036.1,-6.31,192130
2036.65,-6.71,192243
2037.2,-7.02,192355
2037.75,-7.99,192468
2038.3,-8.01,192592
2038.85,-7.08,192715
2039.4,-8.06,192839
2039.95,-6.97,192960
2040.5,-7.18,193081
2041.05,-7.27,193202
2041.6,-6.74,193319
2042.15,-6.91,193436
2042.7,-6.28,193553
2043.25,-6.93,193665
2043.8,-5.48,193776
2044.35,-5.74,193887
2044.9,-4.75,193986
2045.45,-4.94,194086
2046,-4.67,194186
2046.55,-4.77,194289
2047.1,-6.51,194392
2047.65,-5.96,194495
2048.2,-6.64,194609
2048.75,-6.17,194724
2049.3,-6.02,194838
2049.85,-5.43,194950
2050.4,-6.58,195063
2050.95,-7.47,195175
2051.5,-6.6,195298
2052.05,-6.75,195422
2052.6,-6.81,195545
2053.15,-6.99,195666
2053.7,-6.22,195788
2054.25,-7.26,195909
2054.8,-5.95,196032
2055.35,-6.79,196155
2055.9,-6.2,196278
2056.45,-6.21,196396
2057,-5.98,196515
2057.55,-5.67,196634
2058.1,-6.57,196751
2058.65,-5.34,196868
2059.2,-4.88,196985
2059.75,-5.35,197095
2060.3,-5.06,197205
2060.85,-5.05,197315
2061.4,-5.35,197418
2061.95,-4.47,197522
2062.5,-5.15,197625
2063.05,-4.91,197735
2063.6,-4.93,197844
2064.15,-3.8,197954
2064.7,-4.96,198059
2065.25,-4.56,198164
2065.8,-4.9,198269
2066.35,-4.39,198373
2066.9,-4.81,198478
2067.45,-4.59,198582
2068,-4.2,198687
2068.55,-3.96,198791
2069.1,-3.87,198896
2069.65,-3.68,198994
2070.2,-3.2,199093
2070.75,-3.43,199191
2071.3,-3.57,199288
2071.85,-3.57,199386
2072.4,-3,199483
2072.95,-2.76,199575
2073.5,-3.1,199666
2074.05,-2.92,199757
2074.6,-2.86,199849
2075.15,-2.67,199941
2075.7,-2.16,200033
2076.25,-2.6,200124
2076.8,-3.61,200215
2077.35,-2.58,200306
2077.9,-2.74,200394
2078.45,-1.71,200483
2079,-1.81,200571
2079.55,-2.29,200657
2080.1,-2.86,200743
2080.65,-2.51,200830
2081.2,-2.19,200918
2081.75,-2.25,201006
2082.3,-2.38,201095
2082.85,-2.04,201183
2083.4,-2.46,201271
2083.95,-2.17,201359
2084.5,-2.28,201448
2085.05,-2.64,201538
2085.6,-2.68,201627
2086.15,-1.37,201712
2086.7,-1.73,201798
2087.25,-1.93,201884
2087.8,-2.29,201970
2088.35,-1.65,202056
2088.9,-2.55,202143
2089.45,-2.63,202234
2090,-2.43,202325
2090.55,-2.47,202416
2091.1,-2.41,202505
2091.65,-1.73,202594
2092.2,-2.21,202682
2092.75,-2.13,202771
2093.3,-2.26,202859
2093.85,-2.29,202948
2094.4,-1.42,203037
2094.95,-3.17,203127
2095.5,-2.51,203216
2096.05,-2.1,203304
2096.6,-1.78,203393
2097.15,-1.68,203481
2097.7,-2.5,203572
2098.25,-2.94,203662
2098.8,-2.94,203753
2099.35,-3.22,203850
2099.9,-2.92,203947
2100.45,-3.88,204044
2101,-3.7,204148
2101.55,-3.69,204252
2102.1,-3.24,204356
2102.65,-3.69,204460
2103.2,-4.33,204564
2103.75,-4.14,204669
2104.3,-3.58,204777
2104.85,-4.67,204886
2105.4,-4.93,204995
2105.95,-4.71,205109
2106.5,-4.22,205223
2107.05,-5.14,205337
2107.6,-4.11,205451
2108.15,-4.74,205565
2108.7,-4.82,205680
2109.25,-4.48,205792
2109.8,-4.21,205905
2110.35,-4.92,206018
2110.9,-4.78,206132
2111.45,-4.09,206246
2112,-4.34,206360
2112.55,-4.02,206467
2113.1,-3.34,206575
2113.65,-3.93,206682
2114.2,-4.54,206790
2114.75,-3.97,206899
2115.3,-3.31,207007
2115.85,-3.43,207110
2116.4,-3.35,207212
2116.95,-3.4,207314
2117.5,-3.4,207413
2118.05,-2.67,207513
2118.6,-3.89,207612
2119.15,-3,207713
2119.7,-3.02,207813
2120.25,-3.41,207914
2120.8,-3.53,208015
2121.35,-3.29,208117
2121.9,-3.24,208219
2122.45,-3.01,208317
2123,-2.6,208414
2123.55,-2.22,208512
2124.1,-3.06,208609
2124.65,-3.23,208706
2125.2,-2.75,208803
2125.75,-3.77,208903
2126.3,-2.98,209002
2126.85,-2.89,209102
2127.4,-2.94,209199
2127.95,-3.08,209297
2128.5,-3.27,209395
2129.05,-2.76,209493
2129.6,-2.98,209591
2130.15,-2.46,209688
2130.7,-2.39,209780
2131.25,-2.29,209871
2131.8,-2.87,209962
2132.35,-2.35,210056
2132.9,-2.41,210150
2133.45,-2.19,210244
2134,-2.62,210337
2134.55,-2.61,210430
2135.1,-2.74,210524
2135.65,-1.95,210614
2136.2,-1.69,210704
2136.75,-2.24,210795
2137.3,-2.38,210884
2137.85,-1.64,210974
2138.4,-1.67,211064
2138.95,-2.32,211153
2139.5,-1.8,211242
2140.05,-2.53,211330
2140.6,-2.19,211420
2141.15,-1.4,211510
2141.7,-2.39,211599
2142.25,-1.46,211688
2142.8,-2.24,211777
2143.35,-1.35,211866
2143.9,-1.77,211951
2144.45,-1.49,212037
2145,-1.84,212122
2145.55,-0.24,212202
2146.1,-1.39,212283
2146.65,-1.55,212363
2147.2,-1.27,212447
2147.75,-1.29,212531
2148.3,-2.21,212615
2148.85,-1.8,212703
2149.4,-2.43,212791
2149.95,-2.01,212879
2150.5,-1.12,212963
2151.05,-1.11,213047
2151.6,-1.76,213131
2152.15,-2.33,213217
2152.7,-1.07,213304
2153.25,-1.39,213390
2153.8,-2.06,213477
2154.35,-2.05,213563
2154.9,-2.48,213650
2155.45,-2.01,213736
2156,-2.34,213822
2156.55,-2.03,213909
2157.1,-1.74,213996
2157.65,-2.01,214084
2158.2,-1.5,214172
2158.75,-2.75,214261
2159.3,-2.14,214350
2159.85,-2.62,214440
2160.4,-2.59,214531
2160.95,-2.27,214622
2161.5,-1.81,214713
2162.05,-1.99,214800
2162.6,-2,214888
2163.15,-2.3,214975
2163.7,-1.89,215062
2164.25,-1.58,215150
2164.8,-2.38,215237
2165.35,-1.96,215325
2165.9,-1.93,215414
2166.45,-2.75,215502
2167,-2.7,215595
2167.55,-3.02,215688
2168.1,-1.98,215781
2168.65,-1.41,215867
2169.2,-1.76,215952
2169.75,-2.67,216038
2170.3,-2.5,216127
2170.85,-1.86,216216
2171.4,-2.59,216305
2171.95,-2.09,216394
2172.5,-1.81,216483
2173.05,-1.98,216572
2173.6,-1.92,216658
2174.15,-1.83,216744
2174.7,-1.39,216830
2175.25,-2.25,216911
2175.8,-1,216993
2176.35,-1.39,217075
2176.9,-1.17,217156
2177.45,-1.77,217237
2178,-1.64,217318
2178.55,-1.7,217402
2179.1,-1.46,217486
2179.65,-2.25,217570
2180.2,-2.01,217657
2180.75,-2.51,217744
2181.3,-2.22,217831
2181.85,-2.39,217921
2182.4,-2.5,218011
2182.95,-2.9,218101
2183.5,-3.19,218196
2184.05,-2.82,218291
2184.6,-2.89,218386
2185.15,-2.78,218481
2185.7,-2.95,218575
2186.25,-3.72,218669
2186.8,-3.72,218771
2187.35,-4.04,218873
2187.9,-4.11,218974
2188.45,-4,219081
2189,-4.45,219187
2189.55,-4,219294
2190.1,-3.5,219400
2190.65,-4.87,219506
2191.2,-4.77,219611
2191.75,-4.66,219722
2192.3,-4.23,219832
2192.85,-5.39,219942
2193.4,-5.88,220062
2193.95,-5,220182
2194.5,-5.25,220302
2195.05,-5.45,220421
2195.6,-5.16,220539
2196.15,-5.23,220658
2196.7,-4.8,220773
2197.25,-4.96,220888
2197.8,-5.88,221003
2198.35,-5.51,221123
2198.9,-5.08,221243
2199.45,-5.29,221363
2200,-6.11,221487
2200.55,-5.98,221611
2201.1,-6.08,221735
2201.65,-5.69,221863
2202.2,-6.34,221992
2202.75,-6.34,222120
2203.3,-6.89,222254
2203.85,-6.52,222389
2204.4,-6.92,222523
2204.95,-6.74,222662
2205.5,-6.96,222800
2206.05,-7.47,222938
2206.6,-7.03,223087
2207.15,-8.77,223236
2207.7,-8.16,223386
2208.25,-7.38,223535
2208.8,-7.01,223684
2209.35,-7.57,223833
2209.9,-8.08,223989
2210.45,-8.2,224145
2211,-8.16,224301
2211.55,-8.07,224462
2212.1,-8.72,224622
2212.65,-8.15,224782
2213.2,-8.7,224941
2213.75,-7.99,225101
2214.3,-8.69,225260
2214.85,-8.57,225426
2215.4,-8.65,225591
2215.95,-8.08,225756
2216.5,-8.56,225918
2217.05,-8.07,226079
2217.6,-7.98,226241
2218.15,-8.01,226397
2218.7,-7.46,226553
2219.25,-7.76,226708
2219.8,-7.96,226860
2220.35,-6.52,227012
2220.9,-6.64,227164
2221.45,-6.36,227302
2222,-6.02,227440
2222.55,-5.19,227578
2223.1,-4.55,227705
2223.65,-6.13,227833
2224.2,-5.75,227961
2224.75,-6.53,228097
2225.3,-6.24,228233
2225.85,-5.78,228369
2226.4,-6.48,228510
2226.95,-6.43,228651
2227.5,-7.36,228792
2228.05,-7.57,228950
2228.6,-7.77,229107
2229.15,-7.21,229265
2229.7,-7.83,229428
2230.25,-8.31,229591
2230.8,-8.18,229754
2231.35,-8.33,229924
2231.9,-8.15,230095
2232.45,-8.12,230265
2233,-7.51,230427
2233.55,-7.23,230589
2234.1,-5.87,230752
2234.65,-6.27,230889
2235.2,-4.89,231026
2235.75,-6.92,231163
2236.3,-6.51,231313
2236.85,-6.53,231464
2237.4,-7.69,231614
2237.95,-7.72,231780
2238.5,-7.59,231946
2239.05,-7.32,232112
2239.6,-7.46,232274
2240.15,-7.1,232437
2240.7,-6.87,232599
2241.25,-6.67,232753
2241.8,-6.54,232907
2242.35,-6,233061
2242.9,-5.97,233205
2243.45,-5.48,233350
2244,-6.16,233494
2244.55,-6.01,233642
2245.1,-6.07,233790
2245.65,-6.09,233938
2246.2,-5.78,234085
2246.75,-6.03,234233
2247.3,-5.65,234380
2247.85,-5.81,234521
2248.4,-4.76,234663
2248.95,-5.1,234804
2249.5,-4.94,234939
2250.05,-4.66,235075
2250.6,-4.79,235210
2251.15,-4.92,235346
2251.7,-4.85,235482
2252.25,-4.89,235619
2252.8,-4.53,235754
2253.35,-4.61,235889
2253.9,-3.4,236024
2254.45,-3.88,236146
2255,-3.42,236269
2255.55,-3.43,236392
2256.1,-3.51,236513
2256.65,-3.25,236634
2257.2,-3.95,236755
2257.75,-3.6,236879
2258.3,-3.31,237003
2258.85,-2.73,237127
2259.4,-2.08,237242
2259.95,-3.13,237356
2260.5,-2.61,237471
2261.05,-2.85,237584
2261.6,-2.11,237697
2262.15,-2.83,237810
2262.7,-2.41,237924
2263.25,-2.8,238038
2263.8,-3.07,238153
2264.35,-2.39,238267
2264.9,-2.43,238382
2265.45,-2.13,238497
2266,-2.89,238611
2266.55,-2.74,238725
2267.1,-2.59,238839
2267.65,-1.99,238949
2268.2,-2.01,239058
2268.75,-2.45,239168
2269.3,-2.91,239281
2269.85,-2.09,239393
2270.4,-2.33,239506
2270.95,-1.86,239614
2271.5,-2.5,239722
2272.05,-1.58,239830
2272.6,-1.78,239936
2273.15,-1.65,240043
2273.7,-2.41,240149
2274.25,-2.38,240258
2274.8,-1.41,240366
2275.35,-2.39,240475
2275.9,-2.62,240584
2276.45,-2.26,240693
2277,-1.87,240802
2277.55,-0.57,240899
2278.1,-1.12,240995
2278.65,-1.59,241092
2279.2,-0.99,241191
2279.75,-1,241291
2280.3,-0.72,241390
2280.85,-1.06,241488
2281.4,-1.22,241586
2281.95,-0.81,241684
2282.5,-0.26,241778
2283.05,-0.52,241872
2283.6,-0.56,241965
2284.15,-0.01,242055
2284.7,0.29,242145
2285.25,0.38,242235
2285.8,0.38,242320
2286.35,1.03,242404
2286.9,0.09,242489
2287.45,1.17,242572
2288,0.51,242656
2288.55,1.72,242739
2289.1,2.46,242811
2289.65,2.56,242884
2290.2,2.2,242956
2290.75,1.98,243027
2291.3,2.73,243098
2291.85,1.96,243170
2292.4,2.21,243241
2292.95,2.71,243312
2293.5,2.31,243384
2294.05,2.42,243455
2294.6,2.06,243526
2295.15,1.84,243598
